			0,"Bivalves","","2015.7.1","","","La Hève, France (76)","Kimméridgien",0
			1,"Aulacostephanus ","","2015.7.2","Aulacostephanus","","La Hève, France (76)","Kimméridgien",0
			2,"Aptychus ","","2015.7.3","Aptychus","","La Hève, France (76)","Kimméridgien",0
			3,"Aptychus ","","2015.7.4","Aptychus","","La Hève, France (76)","Kimméridgien",0
			4,"Aptychus ","","2015.7.5","Aptychus","","La Hève, France (76)","Kimméridgien",0
			5,"Aspidoceras ","","2015.7.6","Aspidoceras","","La Hève, France (76)","Kimméridgien",0
			6,"Aspidoceras ","","2015.7.7","Aspidoceras","","La Hève, France (76)","Kimméridgien",0
			7,"Aspidoceras ","","2015.7.8","Aspidoceras","","La Hève, France (76)","Kimméridgien",0
			8,"Aspidoceras ","","2015.7.9","Aspidoceras","","La Hève, France (76)","Kimméridgien",0
			9,"Aspidoceras ","","2015.7.10","Aspidoceras","","La Hève, France (76)","Kimméridgien",0
			10,"Aspidoceras ","","2015,7,11","Aspidoceras","","La Hève, France (76)","Kimméridgien",0
			11,"Aspidoceras ","","2015.7.12","Aspidoceras","","La Hève, France (76)","Kimméridgien",0
			12,"Aspidoceras ","","2015.7.13","Aspidoceras","","La Hève, France (76)","Kimméridgien",0
			13,"Aspidoceras ","","2015.7.14","Aspidoceras","","La Hève, France (76)","Kimméridgien",0
			14,"Aptychus largis","","2015,7,15","Aptychus","largis","La Hève, France (76)","Kimméridgien",0
			15,"Apisdoceras ","","2015,7,16","Apisdoceras","","La Hève, France (76)","Kimméridgien",0
			16,"Macroconque","","2015,7,17","Aulacostephanus","mutabilis","La Hève, France (76)","Kimméridgien",0
			17,"Macroconque","","2015,7,18","Aulacostephanus","mutabilis","La Hève, France (76)","Kimméridgien",0
			18,"Macroconque","","2015,7,19","Aulacostephanus","mutabilis","La Hève, France (76)","Kimméridgien",0
			19,"Macroconque","","2015,7,20","Aulacostephanus","mutabilis","La Hève, France (76)","Kimméridgien",0
			20,"Macroconque","","2015,7,21","Aulacostephanus","mutabilis","La Hève, France (76)","Kimméridgien",0
			21,"Macroconque","","2015,7,22","Aulacostephanus","mutabilis","La Hève, France (76)","Kimméridgien",0
			22,"Macroconque","","2015,7,23","Aulacostephanus","mutabilis","La Hève, France (76)","Kimméridgien",0
			23,"Macroconque","","2015,7,24","Aulacostephanus","mutabilis","La Hève, France (76)","Kimméridgien",0
			24,"Macroconque","","2015,7,25","Aulacostephanus","mutabilis","La Hève, France (76)","Kimméridgien",0
			25,"Pleurotomaria phaedra","","2015.7.26","Pleurotomaria","phaedra","La Hève, France (76)","Kimméridgien",0
